probe,associate,associatecont,Meaning_R1,Meaning_BestGuess_R1,Meaning_R2,Meaning_BestGuess_R2,Comment_R1,Comment_R2,Agreement,CertainAgreement,CertainOrUncertainAgreement
gin,vodka,,1,1,1,1,,,1,1,1
gin,liquor,,1,1,1,1,,,1,1,1
gin,drink,,1,1,1,1,,,1,1,1
gin,whiskey,,1,1,1,1,,,1,1,1
gin,rum,,1,1,1,1,,,1,1,1
glare,window,,2,2,1,1,,,0,,0
glare,glass,,2,2,2,2,,,1,1,1
glare,bright,,1,1,1,1,,,1,1,1
glare,hate,,1,1,1,1,,,1,1,1
glare,anger,,1,1,1,1,,,1,1,1
glare,squint,,1,1,1,1,,,1,1,1
glare,light,,1,1,1,1,,,1,1,1
glare,sunshine,,1,1,1,1,,,1,1,1
glare,blind,,1,1,1,1,,,1,1,1
glare,look,,1,1,1,1,,,1,1,1
glare,reflect,,1,1,1,1,,,1,1,1
glare,stare,,1,1,1,1,,,1,1,1
glare,eyes,,1,1,1,1,,,1,1,1
glare,shine,,1,1,1,1,,,1,1,1
glare,mean,,1,1,1,1,,,1,1,1
glare,sun,,1,1,1,1,,,1,1,1
grate,road,,2,2,1,1,,,0,,0
grate,metal,,2,2,1,1,,,0,,0
grate,rub,,2,2,2,2,,,1,1,1
grate,annoy,,2,2,2,2,,,1,1,1
grate,shred,,2,2,2,2,,,1,1,1
grate,orange,,2,2,2,2,,,1,1,1
grate,chop,,2,2,2,2,,,1,1,1
grate,scrape,,2,2,2,2,,,1,1,1
grate,cut,,2,2,2,2,,,1,1,1
grate,cheese,,2,2,2,2,,,1,1,1
grate,nerves,,2,2,2,2,,,1,1,1
grate,carrots,,2,2,2,2,,,1,1,1
grate,food,,2,2,2,2,,,1,1,1
grate,grind,,2,2,2,2,,,1,1,1
grate,crate,,1,1,1,1,,,1,1,1
grate,sewer,,?2,2,1,1,,,0,,0
grate,full,,?2,2,2,2,"neither seem to fit very well, maybe 2?",,0,,1
grave,remembrance,,3,3,1,1,,,0,,0
grave,tombstone,,3,3,1,1,,,0,,0
grave,solemn,,2,2,4,4,,,0,,0
grave,sad,,1,1,2,2,,,0,,0
grave,bad,,2,2,2,2,,,1,1,1
grave,serious,,2,2,2,2,,,1,1,1
grave,danger,,2,2,2,2,,,1,1,1
grave,digger,,1,1,1,1,,,1,1,1
grave,tomb,,1,1,1,1,,,1,1,1
grave,funeral,,1,1,1,1,,,1,1,1
grave,casket,,1,1,1,1,,,1,1,1
grave,dig,,1,1,1,1,,,1,1,1
grave,stone,,1,1,1,1,,,1,1,1
grave,yard,,1,1,1,1,,,1,1,1
grave,ground,,1,1,1,1,,,1,1,1
grave,hole,,1,1,1,1,,,1,1,1
grave,die,,1,1,1,1,,,1,1,1
grave,death,,1,1,1,1,,,1,1,1
grave,coffin,,1,1,1,1,,,1,1,1
grave,dead,,1,1,1,1,,,1,1,1
grave,dirt,,1,1,1,1,,,1,1,1
grave,cemetery,,1,1,1,1,,,1,1,1
ground,mash,,2,2,2,2,,,1,1,1
ground,beef,,2,2,2,2,,,1,1,1
ground,dirt,,1,1,1,1,,,1,1,1
ground,air,,1,1,1,1,,,1,1,1
ground,low,,1,1,1,1,,,1,1,1
ground,soil,,1,1,1,1,,,1,1,1
ground,floor,,1,1,1,1,,,1,1,1
ground,earth,,1,1,1,1,,,1,1,1
ground,grass,,1,1,1,1,,,1,1,1
ground,hard,,1,1,1,1,,,1,1,1
ground,sand,,1,1,1,1,,,1,1,1
ground,round,,1,1,1,1,,,1,1,1
ground,sky,,1,1,1,1,,,1,1,1
ground,hog,,-,,1,1,ground hog is an animal.,,0,,0
gull,ocean,,1,1,1,1,,,1,1,1
gull,wings,,1,1,1,1,,,1,1,1
gull,freedom,,1,1,1,1,,,1,1,1
gull,beach,,1,1,1,1,,,1,1,1
gull,sea,,1,1,1,1,,,1,1,1
gull,bird,,1,1,1,1,,,1,1,1
gull,fly,,1,1,1,1,,,1,1,1
gull,seagull,,1,1,1,1,,,1,1,1
gum,chew,,2,2,1,1,,,0,,0
gum,mouth,,2,2,2,2,,,1,1,1
gum,teeth,,2,2,2,2,,,1,1,1
gum,stick,,1,1,1,1,,,1,1,1
gum,tree,,1,1,1,1,gum tree,,1,1,1
gum,taste,,1,1,1,1,,,1,1,1
gum,bubble,,1,1,1,1,,,1,1,1
gum,sticky,,1,1,1,1,,,1,1,1
gum,candy,,1,1,1,1,,,1,1,1
hail,storm,,2,2,2,2,,,1,1,1
hail,weather,,2,2,2,2,,,1,1,1
hail,rain,,2,2,2,2,,,1,1,1
hail,ice,,2,2,2,2,,,1,1,1
hail,snow,,2,2,2,2,,,1,1,1
hail,king,,1,1,1,1,,,1,1,1
hail,cab,,1,1,1,1,,,1,1,1
hail,chief,,1,1,1,1,,,1,1,1
hail,greet,,1,1,1,1,,,1,1,1
hail,mary,,1,1,1,1,Hail Mary - a prayer,,1,1,1
hail,praise,,1,1,1,1,,,1,1,1
halt,go,,1,1,1,1,,,1,1,1
halt,stop,,1,1,1,1,,,1,1,1
ham,salt,,1,1,1,1,,,1,1,1
ham,eggs,,1,1,1,1,,,1,1,1
ham,meat,,1,1,1,1,,,1,1,1
ham,bacon,,1,1,1,1,,,1,1,1
ham,sandwich,,1,1,1,1,,,1,1,1
ham,christmas,,1,1,1,1,,,1,1,1
ham,hock,,1,1,1,1,,,1,1,1
ham,pig,,1,1,1,1,,,1,1,1
ham,hog,,1,1,1,1,,,1,1,1
ham,turkey,,1,1,1,1,,,1,1,1
ham,roast,,1,1,1,1,,,1,1,1
ham,steak,,1,1,1,1,,,1,1,1
ham,cheese,,1,1,1,1,,,1,1,1
ham,food,,1,1,1,1,,,1,1,1
ham,bone,,1,1,1,1,,,1,1,1
ham,pineapple,,1,1,1,1,,,1,1,1
ham,pork,,1,1,1,1,,,1,1,1
ham,beef,,1,1,1,1,,,1,1,1
hamper,hurt,,1,1,?1,1,,,0,,1
hamper,diapers,,2,2,2,2,,,1,1,1
hamper,hold,,2,2,2,2,,,1,1,1
hamper,basket,,2,2,2,2,,,1,1,1
hamper,clothing,,2,2,2,2,,,1,1,1
hamper,laundry,,2,2,2,2,,,1,1,1
hamper,cloth,,2,2,2,2,,,1,1,1
hamper,clothes,,2,2,2,2,,,1,1,1
hamper,dirty,,2,2,2,2,,,1,1,1
hamper,bother,,1,1,1,1,,,1,1,1
hamper,impede,,1,1,1,1,,,1,1,1
hamper,prevent,,1,1,1,1,,,1,1,1
hamper,stop,,1,1,1,1,,,1,1,1
hamper,slow,,1,1,1,1,,,1,1,1
hamper,hinder,,1,1,1,1,,,1,1,1
hamper,baby,,?2,2,2,2,,,0,,1
hatch,chick,,2,2,1,1,,,0,,0
hatch,egg,,2,2,1,1,,,0,,0
hatch,back,,1,1,2,2,,,0,,0
hatch,boat,,1,1,2,2,,,0,,0
hatch,escape,,1,1,2,2,,,0,,0
hatch,trunk,,1,1,2,2,,,0,,0
hatch,door,,2,2,2,2,,,1,1,1
hatch,open,,2,2,2,2,,,1,1,1
hatch,birth,,1,1,1,1,,,1,1,1
hatch,born,,1,1,1,1,,,1,1,1
hatch,chicken,,1,1,1,1,,,1,1,1
hawk,bird,,?1,1,1,1,"Hawkeye - a state, Hawkeye - character from Marvel? ambiguous",,0,,1
hawk,dove,,1,1,1,1,,,1,1,1
hawk,eagle,,1,1,1,1,,,1,1,1
hawk,eye,,1,1,1,1,,,1,1,1
hawk,fly,,1,1,1,1,,,1,1,1
hawk,power,,1,1,1,1,,,1,1,1
hawk,prey,,1,1,1,1,,,1,1,1
hawk,sky,,1,1,1,1,,,1,1,1
haze,blur,,1,1,1,1,,,1,1,1
haze,clear,,1,1,1,1,,,1,1,1
haze,cloud,,1,1,1,1,,,1,1,1
haze,daze,,1,1,1,1,,,1,1,1
haze,fog,,1,1,1,1,,,1,1,1
haze,gloom,,1,1,1,1,,,1,1,1
haze,los,angeles,1,1,1,1,as in haze in an area? bad air?,,1,1,1
haze,mist,,1,1,1,1,,,1,1,1
haze,morning,,1,1,1,1,,,1,1,1
haze,purple,,1,1,1,1,,,1,1,1
haze,smog,,1,1,1,1,,,1,1,1
haze,smoke,,1,1,1,1,,,1,1,1
haze,sun,,1,1,1,1,,,1,1,1
heel,better,,2,2,?1,1,,,0,,0
heel,achilles,,1,1,1,1,,,1,1,1
heel,ankle,,1,1,1,1,,,1,1,1
heel,bandaid,,1,1,1,1,,,1,1,1
heel,boy,,1,1,1,1,,,1,1,1
heel,dog,,1,1,1,1,,,1,1,1
heel,foot,,1,1,1,1,,,1,1,1
heel,shoe,,1,1,1,1,,,1,1,1
heel,stop,,1,1,1,1,,,1,1,1
heel,toe,,1,1,1,1,,,1,1,1
hide,away,,1,1,1,1,,,1,1,1
hide,fear,,1,1,1,1,,,1,1,1
hide,find,,1,1,1,1,,,1,1,1
hide,game,,1,1,1,1,,,1,1,1
hide,out,,1,1,1,1,,,1,1,1
hide,run,,1,1,1,1,,,1,1,1
hide,scare,,1,1,1,1,,,1,1,1
hide,seek,,1,1,1,1,,,1,1,1
hide,unseen,,1,1,1,1,,,1,1,1
hip,pocket,,?1,1,1,1,,,0,,1
hip,body,,1,1,1,1,,,1,1,1
hip,bone,,1,1,1,1,,,1,1,1
hip,cool,,1,1,1,1,,,1,1,1
hip,elbow,,1,1,1,1,,,1,1,1
hip,fat,,1,1,1,1,,,1,1,1
hip,hip,huggers,1,1,1,1,,,1,1,1
hip,hurt,,1,1,1,1,,,1,1,1
hip,joint,,1,1,1,1,,,1,1,1
hip,leg,,1,1,1,1,,,1,1,1
hip,okay,,1,1,1,1,,,1,1,1
hip,pelvis,,1,1,1,1,,,1,1,1
hip,shape,,1,1,1,1,,,1,1,1
hip,side,,1,1,1,1,,,1,1,1
hip,thigh,,1,1,1,1,,,1,1,1
hip,waist,,1,1,1,1,,,1,1,1
hip,in,,-,,1,1,i think the meaning of hip here is the slang meaning. related to fashion/trends,,0,,0
hip,jeans,,-,,1,1,i think the meaning of hip here is the slang meaning. related to fashion/trends,,0,,0
hitch,hike,,2,2,1,1,,,0,,0
hitch,hook,,2,2,1,1,,,0,,0
hitch,tie,,2,2,1,1,,,0,,0
hitch,together,,2,2,1,1,,,0,,0
hitch,wagon,,2,2,1,1,,,0,,0
hitch,ride,,1,1,2,2,,,0,,0
hitch,attach,,1,1,1,1,,,1,1,1
hitch,boat,,1,1,1,1,,,1,1,1
hitch,car,,1,1,1,1,,,1,1,1
hitch,marry,,1,1,1,1,,,1,1,1
hitch,problem,,1,1,1,1,"""hitch wagon"" - an idiom, form attachment w/someone successful so you can be successful too?",,1,1,1
hitch,trailer,,1,1,1,1,,,1,1,1
hitch,truck,,1,1,1,1,,,1,1,1
hobby,activity,,1,1,1,1,,,1,1,1
hobby,airplane,,1,1,1,1,,,1,1,1
hobby,art,,1,1,1,1,,,1,1,1
hobby,basketball,,1,1,1,1,,,1,1,1
hobby,box,,1,1,1,1,,,1,1,1
hobby,collect,,1,1,1,1,,,1,1,1
hobby,craft,,1,1,1,1,,,1,1,1
hobby,dance,,1,1,1,1,,,1,1,1
hobby,fishing,,1,1,1,1,,,1,1,1
hobby,fun,,1,1,1,1,,,1,1,1
hobby,game,,1,1,1,1,,,1,1,1
hobby,holly,,1,1,1,1,,,1,1,1
hobby,horse,,1,1,1,1,,,1,1,1
hobby,interest,,1,1,1,1,,,1,1,1
hobby,job,,1,1,1,1,,,1,1,1
hobby,leisure,,1,1,1,1,,,1,1,1
hobby,money,,1,1,1,1,,,1,1,1
hobby,music,,1,1,1,1,,,1,1,1
hobby,my,,1,1,1,1,,,1,1,1
hobby,past,time,1,1,1,1,,,1,1,1
hobby,project,,1,1,1,1,,,1,1,1
hobby,sailing,,1,1,1,1,,,1,1,1
hobby,shopping,,1,1,1,1,,,1,1,1
hobby,ski,,1,1,1,1,,,1,1,1
hobby,sport,,1,1,1,1,,,1,1,1
hobby,stamp,,1,1,1,1,,,1,1,1
hobby,swim,,1,1,1,1,,,1,1,1
hobby,time,,1,1,1,1,,,1,1,1
hobby,toy,,1,1,1,1,,,1,1,1
hop,game,,2,2,1,1,,,0,,0
hop,scotch,,1,1,2,2,,,0,,0
hop,bunny,,1,1,1,1,,,1,1,1
hop,jump,,1,1,1,1,,,1,1,1
hop,rabbit,,1,1,1,1,,,1,1,1
hop,skip,,1,1,1,1,,,1,1,1
host,girl,,1,1,1,1,,,1,1,1
host,guest,,1,1,1,1,,,1,1,1
host,helper,,1,1,1,1,,,1,1,1
host,hostess,,1,1,1,1,,,1,1,1
host,house,,1,1,1,1,,,1,1,1
host,party,,1,1,1,1,,,1,1,1
host,restaurant,,1,1,1,1,,,1,1,1
host,server,,1,1,1,1,,,1,1,1
host,show,,1,1,1,1,,,1,1,1
host,waiter,,1,1,1,1,,,1,1,1
hue,hoe,,1,1,?1,1,,,0,,1
hue,color,,1,1,1,1,,,1,1,1
hue,cue,,1,1,1,1,,,1,1,1
hue,rainbow,,1,1,1,1,,,1,1,1
hue,shade,,1,1,1,1,,,1,1,1
hue,tint,,1,1,1,1,,,1,1,1
hull,peanuts,,2,2,1,1,,,0,,0
hull,boat,,1,1,2,2,,,0,,0
hull,heavy,,1,1,2,2,,,0,,0
hull,load,,1,1,2,2,,,0,,0
hull,move,,1,1,2,2,,,0,,0
hull,pull,,1,1,2,2,,,0,,0
hull,shell,,1,1,2,2,,,0,,0
hull,ship,,1,1,2,2,,,0,,0
hull,carry,,2,2,2,2,,,1,1,1
hull,corn,,1,1,1,1,,,1,1,1
husky,large,,2,2,1,1,,,0,,0
husky,dog,,1,1,2,2,,,0,,0
husky,big,,1,1,1,1,,,1,1,1
husky,boys,,1,1,1,1,,,1,1,1
husky,build,,1,1,1,1,,,1,1,1
husky,burly,,1,1,1,1,,,1,1,1
husky,deep,,1,1,1,1,,,1,1,1
husky,fat,,1,1,1,1,,,1,1,1
husky,football,,1,1,1,1,,,1,1,1
husky,man,,1,1,1,1,,,1,1,1
husky,stocky,,1,1,1,1,,,1,1,1
husky,voice,,1,1,1,1,,,1,1,1
incense,aroma,,2,2,1,1,,,0,,0
incense,drugs,,1,1,2,2,,,0,,0
incense,mad,,1,1,2,2,,,0,,0
incense,anger,,2,2,2,2,,,1,1,1
incense,burn,,1,1,1,1,,,1,1,1
incense,burner,,1,1,1,1,,,1,1,1
incense,candle,,1,1,1,1,,,1,1,1
incense,odor,,1,1,1,1,,,1,1,1
incense,perfume,,1,1,1,1,,,1,1,1
incense,scent,,1,1,1,1,,,1,1,1
incense,smell,,1,1,1,1,,,1,1,1
incense,smoke,,1,1,1,1,,,1,1,1
intent,crime,,2,2,1,1,,,0,,0
intent,do,,2,2,1,1,,,0,,0
intent,purpose,,2,2,1,1,,,0,,0
intent,study,,1,1,2,2,,,0,,0
intent,cause,,1,1,1,1,,,1,1,1
intent,content,,1,1,1,1,,,1,1,1
intent,desire,,1,1,1,1,,,1,1,1
intent,determined,,1,1,1,1,,,1,1,1
intent,good,,1,1,1,1,,,1,1,1
intent,intention,,1,1,1,1,maybe both?,,1,1,1
intent,mean,,1,1,1,1,,,1,1,1
intent,meaning,,1,1,1,1,,,1,1,1
intent,motive,,1,1,1,1,,,1,1,1
intent,plan,,1,1,1,1,,,1,1,1
intent,reason,,1,1,1,1,,,1,1,1
intent,try,,1,1,1,1,,,1,1,1
intent,will,,1,1,1,1,,,1,1,1
intimate,romance,,?1,1,1,1,,,0,,1
intimate,suggest,,1,1,2,2,,,0,,0
intimate,apparel,,1,1,1,1,,,1,1,1
intimate,close,,1,1,1,1,,,1,1,1
intimate,couple,,1,1,1,1,,,1,1,1
intimate,distant,,1,1,1,1,,,1,1,1
intimate,feelings,,1,1,1,1,,,1,1,1
intimate,friend,,1,1,1,1,,,1,1,1
intimate,girl,,1,1,1,1,,,1,1,1
intimate,kiss,,1,1,1,1,,,1,1,1
intimate,love,,1,1,1,1,,,1,1,1
intimate,personal,,1,1,1,1,,,1,1,1
intimate,private,,1,1,1,1,,,1,1,1
intimate,relationship,,1,1,1,1,,,1,1,1
intimate,romantic,,1,1,1,1,,,1,1,1
intimate,sex,,1,1,1,1,,,1,1,1
intimate,sexy,,1,1,1,1,,,1,1,1
intimate,share,,1,1,1,1,,,1,1,1
intimate,special,,1,1,1,1,,,1,1,1
intimate,together,,1,1,1,1,,,1,1,1
invalid,person,,2,2,1,1,,,0,,0
invalid,bad,,2,2,1,1,,,0,,0
invalid,no,,2,2,2,2,,,1,1,1
invalid,untrue,,2,2,2,2,,,1,1,1
invalid,void,,2,2,2,2,,,1,1,1
invalid,not,,2,2,2,2,,,1,1,1
invalid,incorrect,,2,2,2,2,,,1,1,1
invalid,i,d,2,2,2,2,,,1,1,1
invalid,expired,,2,2,2,2,,,1,1,1
invalid,wrong,,2,2,2,2,,,1,1,1
invalid,reject,,2,2,2,2,,,1,1,1
invalid,unusable,,2,2,2,2,,,1,1,1
invalid,valid,,2,2,2,2,,,1,1,1
invalid,license,,2,2,2,2,,,1,1,1
invalid,FALSE,,2,2,2,2,,,1,1,1
invalid,sick,,1,1,1,1,,,1,1,1
invalid,handicapped,,1,1,1,1,,,1,1,1
invalid,wheelchair,,1,1,1,1,,,1,1,1
invalid,cripple,,1,1,1,1,,,1,1,1
jam,butter,,2,2,2,2,,,1,1,1
jam,grape,,2,2,2,2,,,1,1,1
jam,toast,,2,2,2,2,,,1,1,1
jam,peanut,butter,2,2,2,2,,,1,1,1
jam,sweet,,2,2,2,2,,,1,1,1
jam,jelly,,2,2,2,2,,,1,1,1
jam,bread,,2,2,2,2,,,1,1,1
jam,stuck,,1,1,1,1,,,1,1,1
jam,music,,1,1,1,1,,,1,1,1
jam,crowd,,1,1,1,1,,,1,1,1
jam,pack,,1,1,1,1,,,1,1,1
jam,traffic,,1,1,1,1,,,1,1,1
jar,jam,,1,1,2,2,,,0,,0
jar,cup,,1,1,1,1,,,1,1,1
jar,glass,,1,1,1,1,,,1,1,1
jar,pickles,,1,1,1,1,,,1,1,1
jar,jelly,,1,1,1,1,,,1,1,1
jar,bottle,,1,1,1,1,,,1,1,1
jar,cookie,,1,1,1,1,,,1,1,1
jar,peanut,butter,1,1,1,1,,,1,1,1
jar,open,,1,1,1,1,,,1,1,1
jar,mason,,1,1,1,1,,,1,1,1
jar,container,,1,1,1,1,,,1,1,1
jar,lid,,1,1,1,1,,,1,1,1
jar,can,,1,1,1,1,,,1,1,1
jerk,marine,,2,2,1,1,,,0,,0
jerk,stupid,,1,1,1,1,,,1,1,1
jerk,tug,,1,1,1,1,,,1,1,1
jerk,dork,,1,1,1,1,,,1,1,1
jerk,boys,,1,1,1,1,,,1,1,1
jerk,off,,1,1,1,1,,,1,1,1
jerk,dick,,1,1,1,1,,,1,1,1
jerk,pull,,1,1,1,1,,,1,1,1
jerk,shake,,1,1,1,1,,,1,1,1
jerk,nerd,,1,1,1,1,,,1,1,1
jerk,fool,,1,1,1,1,,,1,1,1
jerk,around,,1,1,1,1,,,1,1,1
jerk,mean,,1,1,1,1,,,1,1,1
jerk,butt,,1,1,1,1,,,1,1,1
jerk,ass,,1,1,1,1,,,1,1,1
jerk,loser,,1,1,1,1,,,1,1,1
jerk,men,,1,1,1,1,,,1,1,1
jerk,boy,,1,1,1,1,,,1,1,1
jerk,idiot,,1,1,1,1,,,1,1,1
jerk,obnoxious,,1,1,1,1,,,1,1,1
jerk,guys,,1,1,1,1,,,1,1,1
jerk,boyfriend,,1,1,1,1,,,1,1,1
jet,dry,,?1,1,?1,1,,,1,,1
jet,concord,,1,1,?1,1,Concorde aircraft?,,0,,1
jet,fast,,1,1,1,1,,,1,1,1
jet,plane,,1,1,1,1,,,1,1,1
jet,lag,,1,1,1,1,,,1,1,1
jet,set,,1,1,1,1,,,1,1,1
jet,fly,,1,1,1,1,,,1,1,1
jet,ski,,1,1,1,1,,,1,1,1
jet,fighter,,1,1,1,1,,,1,1,1
jet,airline,,1,1,1,1,,,1,1,1
jog,walk,,1,1,1,1,,,1,1,1
jog,sneakers,,1,1,1,1,,,1,1,1
jog,exercise,,1,1,1,1,,,1,1,1
jog,run,,1,1,1,1,,,1,1,1
junk,toy,,1,1,2,2,,,0,,0
junk,antique,,1,1,2,2,,,0,,0
junk,chinese,,2,2,2,2,Junk boat,,1,1,1
junk,mess,,1,1,1,1,,,1,1,1
junk,attic,,1,1,1,1,,,1,1,1
junk,yard,,1,1,1,1,,,1,1,1
junk,stuff,,1,1,1,1,,,1,1,1
junk,pile,,1,1,1,1,,,1,1,1
junk,old,,1,1,1,1,,,1,1,1
junk,mail,,1,1,1,1,,,1,1,1
junk,car,,1,1,1,1,,,1,1,1
junk,room,,1,1,1,1,,,1,1,1
junk,waste,,1,1,1,1,,,1,1,1
junk,dump,,1,1,1,1,,,1,1,1
junk,box,,1,1,1,1,,,1,1,1
junk,messy,,1,1,1,1,,,1,1,1
junk,garbage,,1,1,1,1,,,1,1,1
junk,trash,,1,1,1,1,,,1,1,1
junk,food,,1,1,1,1,,,1,1,1
key,board,,?1,1,1,1,,,0,,1
key,ring,,1,1,1,1,,,1,1,1
key,door,,1,1,1,1,,,1,1,1
key,case,,1,1,1,1,,,1,1,1
key,lock,,1,1,1,1,,,1,1,1
key,car,,1,1,1,1,,,1,1,1
key,hole,,1,1,1,1,,,1,1,1
key,open,,1,1,1,1,,,1,1,1
key,chain,,1,1,1,1,,,1,1,1
knot,tie,,1,1,1,1,,,1,1,1
knot,square,,1,1,1,1,,,1,1,1
knot,string,,1,1,1,1,,,1,1,1
knot,rope,,1,1,1,1,,,1,1,1
knot,shoelace,,1,1,1,1,,,1,1,1
knot,tight,,1,1,1,1,,,1,1,1
knot,twist,,1,1,1,1,,,1,1,1
knot,tangle,,1,1,1,1,,,1,1,1
lap,top,,?1,1,1,1,Referring to the compound,,0,,1
lap,cat,,3,3,1,1,,,0,,0
lap,dog,,3,3,1,1,,,0,,0
lap,drink,,3,3,3,3,,,1,1,1
lap,run,,2,2,2,2,,,1,1,1
lap,swim,,2,2,2,2,,,1,1,1
lap,dance,,1,1,1,1,,,1,1,1
lap,child,,1,1,1,1,,,1,1,1
lap,seat,,1,1,1,1,,,1,1,1
lap,legs,,1,1,1,1,,,1,1,1
lap,sit,,1,1,1,1,,,1,1,1
lap,desk,,1,1,1,1,,,1,1,1
lap,belt,,1,1,1,1,,,1,1,1
lap,baby,,1,1,1,1,,,1,1,1
lash,beat,,1,1,1,1,,,1,1,1
lash,harsh,,1,1,1,1,,,1,1,1
lash,cut,,1,1,1,1,,,1,1,1
lash,whip,,1,1,1,1,,,1,1,1
lash,hurt,,1,1,1,1,,,1,1,1
lash,attack,,1,1,1,1,,,1,1,1
lash,pain,,1,1,1,1,,,1,1,1
lash,hit,,1,1,1,1,,,1,1,1
lash,strike,,1,1,1,1,,,1,1,1
lash,out,,1,1,1,1,,,1,1,1
lash,eye,,1,1,1,1,,,1,1,1
lash,mascara,,1,1,1,1,,,1,1,1
lash,scar,,1,1,1,1,,,1,1,1
lash,mean,,1,1,1,1,,,1,1,1
launch,lunch,,?1,1,1,1,Similar sounding word,,0,,1
launch,ship,,2,2,1,1,,,0,,0
launch,pad,,1,1,-,,,association unclear? not sure what Launchpad is,0,,0
launch,boat,,2,2,2,2,,,1,1,1
launch,rocket,,1,1,1,1,,,1,1,1
launch,missile,,1,1,1,1,,,1,1,1
launch,plane,,1,1,1,1,,,1,1,1
launch,spaceship,,1,1,1,1,,,1,1,1
launch,shuttle,,1,1,1,1,,,1,1,1
launch,up,,1,1,1,1,,,1,1,1
launch,fly,,1,1,1,1,,,1,1,1
launch,send,,1,1,1,1,,,1,1,1
launch,fire,,1,1,1,1,,,1,1,1
launch,set,,1,1,1,1,,,1,1,1
launch,dock,,1,1,1,1,,,1,1,1
launch,orbit,,1,1,1,1,,,1,1,1
launch,off,,1,1,1,1,,,1,1,1
lawn,yard,,1,1,1,1,,,1,1,1
lawn,boy,,1,1,1,1,,,1,1,1
lawn,mow,,1,1,1,1,,,1,1,1
lawn,cut,,1,1,1,1,,,1,1,1
lawn,green,,1,1,1,1,,,1,1,1
lawn,chair,,1,1,1,1,,,1,1,1
lawn,job,,1,1,1,1,,,1,1,1
lawn,garden,,1,1,1,1,,,1,1,1
lawn,mower,,1,1,1,1,,,1,1,1
lawn,care,,1,1,1,1,,,1,1,1
lawn,grass,,1,1,1,1,,,1,1,1
lay,person,,2,2,1,1,,,0,,0
lay,lie,,3,3,3,3,,,1,1,1
lay,relax,,1,1,1,1,,,1,1,1
lay,stand,,1,1,1,1,,,1,1,1
lay,sit,,1,1,1,1,,,1,1,1
lay,fall,,1,1,1,1,,,1,1,1
lay,set,,1,1,1,1,,,1,1,1
lay,sex,,1,1,1,1,,,1,1,1
lay,eggs,,1,1,1,1,,,1,1,1
lay,sleep,,1,1,1,1,,,1,1,1
lay,bed,,1,1,1,1,,,1,1,1
lay,down,,1,1,1,1,,,1,1,1
lay,rest,,1,1,1,1,,,1,1,1
lead,metal,,2,2,2,2,,,1,1,1
lead,pencil,,2,2,2,2,,,1,1,1
lead,weight,,2,2,2,2,,,1,1,1
lead,steel,,2,2,2,2,,,1,1,1
lead,aluminum,,2,2,2,2,,,1,1,1
lead,copper,,2,2,2,2,,,1,1,1
lead,gold,,2,2,2,2,,,1,1,1
lead,pipe,,2,2,2,2,,,1,1,1
lead,leader,,1,1,1,1,,,1,1,1
lead,play,,1,1,1,1,,,1,1,1
lead,dog,,1,1,1,1,,,1,1,1
lead,first,,1,1,1,1,,,1,1,1
lead,follow,,1,1,1,1,,,1,1,1
lead,front,,1,1,1,1,,,1,1,1
league,little,,1,1,?1,1,,,0,,1
league,group,,1,1,1,1,,,1,1,1
league,sea,,1,1,1,1,,,1,1,1
league,football,,1,1,1,1,,,1,1,1
league,minor,,1,1,1,1,,,1,1,1
league,bowling,,1,1,1,1,,,1,1,1
league,ivy,,1,1,1,1,,,1,1,1
league,team,,1,1,1,1,,,1,1,1
league,section,,1,1,1,1,,,1,1,1
league,baseball,,1,1,1,1,,,1,1,1
league,softball,,1,1,1,1,,,1,1,1
league,major,,1,1,1,1,,,1,1,1
league,sport,,1,1,1,1,,,1,1,1
lean,mean,,2,2,-,,,not sure of the association,0,,0
lean,machine,,2,2,-,,,association unclear?,0,,0
lean,sleek,,2,2,2,2,,,1,1,1
lean,skinny,,2,2,2,2,,,1,1,1
lean,neat,,2,2,2,2,,,1,1,1
lean,trim,,2,2,2,2,,,1,1,1
lean,meat,,2,2,2,2,,,1,1,1
lean,fat,,2,2,2,2,,,1,1,1
lean,slim,,2,2,2,2,,,1,1,1
lean,bacon,,2,2,2,2,,,1,1,1
lean,strong,,2,2,2,2,,,1,1,1
lean,thin,,2,2,2,2,,,1,1,1
lean,not,fat,2,2,2,2,,,1,1,1
lean,lay,,1,1,1,1,,,1,1,1
lean,bend,,1,1,1,1,,,1,1,1
lean,rest,,1,1,1,1,,,1,1,1
lean,push,,1,1,1,1,,,1,1,1
lean,tip,,1,1,1,1,,,1,1,1
lean,fall,,1,1,1,1,,,1,1,1
lean,tired,,1,1,1,1,,,1,1,1
lean,tilt,,1,1,1,1,,,1,1,1
lean,stand,,1,1,1,1,,,1,1,1
lighter,fire,,1,1,1,1,,,1,1,1
lighter,smoke,,1,1,1,1,,,1,1,1
lighter,darker,,1,1,1,1,,,1,1,1
lighter,match,,1,1,1,1,,,1,1,1
lighter,cigarette,,1,1,1,1,,,1,1,1
lighter,bic,,1,1,1,1,,a brand of lighter?,1,1,1
lighter,fluid,,1,1,1,1,,,1,1,1
lighter,flame,,1,1,1,1,,,1,1,1
lighter,butane,,1,1,1,1,,,1,1,1
lighter,heavier,,?2,2,2,2,No definition applicable,,0,,1
limb,climb,,1,1,1,1,,,1,1,1
