SortedOrder,probe,associate,associate (continued),R1,R1,R2,R3,Screened_for_Analysis_seeTab2,Meaning_R1,Meaning_BestGuess_R1,R2,Meaning_R2,Meaning_BestGuess_R2,R3,Meaning_R3,Meaning_BestGuess_R3,Comment_R1,Comment_R2,Comment_R3,Integrated_Comments_By_CR,R1_R2_R3_CertainAgreement,R1_R2_R3_Certain_orUndertainAgreement,DominantMeaning_Certain_or_Guess,
3772,scale,fat,,rs,rs,kt,sr,1,2,2,kt,?2,2,sr,2,2,Both match,,,,0,1,2,
3773,scale,fish,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3774,scale,heavy,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3775,scale,height,,rs,rs,kt,sr,1,3,3,kt,3,3,sr,2,2,,,,,0,0,3,
3776,scale,measure,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3777,scale,music,,rs,rs,kt,sr,1,3,3,kt,3,3,sr,3,3,,,,,1,1,3,
3778,scale,pound,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3779,scale,ruler,,rs,rs,kt,sr,1,2,2,kt,3,3,sr,2,2,,,,,0,0,2,
3780,scale,to,,rs,rs,kt,sr,1,3,3,kt,3,3,sr,2,2,,,,,0,0,3,
3781,scale,wall,,rs,rs,kt,sr,1,3,3,kt,3,3,sr,3,3,,,,,1,1,3,
3782,scale,weigh,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3783,scale,weight,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3784,scarf,black,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3785,scarf,cloth,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3786,scarf,clothes,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3787,scarf,cold,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3788,scarf,dress,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3789,scarf,girl,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3790,scarf,handkerchief,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3791,scarf,hat,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3792,scarf,head,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3793,scarf,muffler,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3794,scarf,neck,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3795,scarf,red,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3796,scarf,tie,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3797,scarf,wind,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3798,scarf,winter,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3799,scarf,wool,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3800,scarf,wrap,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3801,scrap,bit,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3802,scrap,book,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3803,scrap,clean,,rs,rs,kt,sr,1,1,1,kt,-,-,sr,1,1,,,,,0,0,1,
3804,scrap,crumb,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3805,scrap,fight,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3806,scrap,food,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3807,scrap,junk,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3808,scrap,leftovers,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3809,scrap,meat,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3810,scrap,mental,,rs,rs,kt,sr,,-,-,kt,-,-,sr,-,-,,Incorrect reading of probe,,Incorrect reading of probe,1,1,-,
3811,scrap,metal,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3812,scrap,paper,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3813,scrap,piece,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3814,scrap,rag,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3815,scrap,rub,,rs,rs,kt,sr,,1,1,kt,-,-,sr,2,2,,,,,0,0,NONE,
3816,scrap,scratch,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3817,scrap,throw,away,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,Association not clear,,,1,1,1,
3818,scrap,trash,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3819,scrap,waste,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3820,scrap,wood,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3821,scrub,bath,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3822,scrub,bathroom,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3823,scrub,bathtub,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3824,scrub,body,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3825,scrub,brush,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3826,scrub,clean,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3827,scrub,dishes,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3828,scrub,face,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3829,scrub,floor,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3830,scrub,hands,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3831,scrub,hard,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3832,scrub,rub,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3833,scrub,scour,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3834,scrub,scrape,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3835,scrub,scratch,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3836,scrub,soap,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3837,scrub,sponge,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3838,scrub,toilet,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3839,scrub,wash,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3840,seal,animal,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3841,seal,approval,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3842,seal,ball,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3843,seal,bark,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3844,seal,close,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3845,seal,dolphin,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3846,seal,envelope,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3847,seal,fur,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3848,seal,ice,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3849,seal,letter,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3850,seal,lick,,rs,rs,kt,sr,1,1,1,kt,2,2,sr,2,2,,,,,0,0,2,
3851,seal,mammal,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3852,seal,navy,,rs,rs,kt,sr,1,?2,2,kt,1,1,sr,2,2,,,,,0,0,2,
3853,seal,ocean,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3854,seal,open,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3855,seal,otter,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3856,seal,penguin,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3857,seal,slippery,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3858,seal,snow,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3859,seal,stamp,,rs,rs,kt,sr,1,2,2,kt,1,1,sr,1,1,,,,,0,0,1,
3860,seal,walrus,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3861,seal,water,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3862,seal,wet,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3863,seal,whiskers,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3864,seal,white,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3865,shag,carpet,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3866,shag,catch,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3867,shag,dance,,rs,rs,kt,sr,,?2,2,kt,1,1,sr,-,-,None match,,,None match,0,0,NONE,
3868,shag,dog,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3869,shag,fag,,rs,rs,kt,sr,,-,-,kt,-,-,sr,-,-,Neither,,,Rhyme,1,1,-,
3870,shag,hair,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3871,shag,hairy,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3872,shag,messy,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3873,shag,rag,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3874,shag,rug,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3875,shark,attack,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3876,shark,big,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3877,shark,bite,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3878,shark,danger,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3879,shark,deadly,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3880,shark,death,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3881,shark,fear,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3882,shark,fin,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3883,shark,fish,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3884,shark,jaws,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3885,shark,kill,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3886,shark,killer,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3887,shark,meat,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3888,shark,ocean,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3889,shark,pain,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3890,shark,scary,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3891,shark,tooth,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3892,shark,water,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3893,shark,whale,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3894,shark,white,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3895,shed,back,yard,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3896,shed,barn,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3897,shed,bike,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3898,shed,building,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3899,shed,cat,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3900,shed,clothes,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,1,1,,,,,0,0,2,
3901,shed,dog,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3902,shed,fur,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3903,shed,garage,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3904,shed,grow,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3905,shed,hair,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3906,shed,house,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3907,shed,hut,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3908,shed,loose,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3909,shed,lose,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3910,shed,molt,,rs,rs,kt,sr,1,1,1,kt,2,2,sr,2,2,,,,,0,0,2,
3911,shed,mower,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3912,shed,peel,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3913,shed,shack,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3914,shed,skin,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3915,shed,snake,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3916,shed,storage,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3917,shed,tear,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3918,shed,tears,,rs,rs,kt,sr,1,2,2,kt,2,2,sr,2,2,,,,,1,1,2,
3919,shed,tools,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3920,shed,yard,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3921,sheet,bed,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3922,sheet,blanket,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3923,sheet,cold,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3924,sheet,cover,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3925,sheet,music,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3926,sheet,paper,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3927,sheet,pillow,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3928,sheet,white,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3929,shiver,chill,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3930,shiver,cold,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3931,shiver,freeze,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3932,shiver,quiver,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3933,shiver,shake,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3934,shiver,spine,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3935,shiver,sweat,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3936,shiver,timbers,,rs,rs,kt,sr,1,1,1,kt,?1,1,sr,1,1,,,,,0,1,1,
3937,shock,absorber,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3938,shock,amazement,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3939,shock,disbelief,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3940,shock,earthquake,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3941,shock,electric,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3942,shock,electricity,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3943,shock,horror,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3944,shock,lightning,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3945,shock,monkey,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3946,shock,pain,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3947,shock,scare,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3948,shock,scared,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3949,shock,stunned,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3950,shock,surprise,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,3,3,,,,,0,0,1,
3951,shock,therapy,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3952,shock,trauma,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3953,shock,treatment,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3954,shock,volt,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3955,shock,wave,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3956,shore,beach,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3957,shore,coast,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3958,shore,line,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3959,shore,ocean,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3960,shore,off,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3961,shore,sand,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3962,shore,sea,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3963,shore,water,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3964,shore,waves,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3965,shower,bath,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3966,shower,cap,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3967,shower,clean,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3968,shower,cold,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3969,shower,curtain,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3970,shower,hair,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3971,shower,head,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3972,shower,hut,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3973,shower,rain,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3974,shower,relax,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3975,shower,shave,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3976,shower,soap,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3977,shower,together,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3978,shower,warm,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3979,shower,wash,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3980,shower,water,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3981,shower,wet,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3982,shy,afraid,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3983,shy,bashful,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3984,shy,bold,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3985,shy,boring,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3986,shy,coy,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3987,shy,extrovert,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3988,shy,friendly,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3989,shy,girl,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3990,shy,introvert,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3991,shy,loud,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3992,shy,me,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3993,shy,outgoing,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3994,shy,people,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3995,shy,quiet,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3996,shy,scared,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3997,shy,timid,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3998,sin,bad,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
3999,sin,church,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4000,sin,confession,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4001,sin,evil,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4002,sin,forgive,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4003,sin,god,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4004,sin,hell,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4005,sin,lie,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4006,sin,mistake,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4007,sin,priest,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4008,sin,punish,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4009,sin,repent,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4010,sin,wrong,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4011,size,big,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4012,size,clothes,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4013,size,height,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4014,size,huge,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4015,size,large,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4016,size,length,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4017,size,quantity,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4018,size,seven,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4019,size,shape,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4020,size,small,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4021,size,weight,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4022,skate,board,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4023,skate,fall,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4024,skate,glide,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4025,skate,ice,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4026,skate,rat,,rs,rs,kt,sr,1,?1,1,kt,1,1,sr,1,1,,,,,0,1,1,
4027,skate,ride,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
4028,skate,rink,,rs,rs,kt,sr,1,1,1,kt,1,1,sr,1,1,,,,,1,1,1,
